"Time Stamp",WR_COMBINED,WR_COMBINED_AVC,"WR_SOLAR ","WR_SOLAR _AVC","WR_WIND ","WR_WIND _AVC",WR-ISTS_COMBINED,WR-ISTS_COMBINED_AVC,"WR-ISTS_SOLAR ","WR-ISTS_SOLAR _AVC","WR-ISTS_WIND ","WR-ISTS_WIND _AVC","Madhya Pradesh_SOLAR ","Madhya Pradesh_SOLAR _AVC","Madhya Pradesh_WIND ","Madhya Pradesh_WIND _AVC","Maharastra_SOLAR ","Maharastra_SOLAR _AVC","Maharastra_WIND ","Maharastra_WIND _AVC","Gujarat_SOLAR ","Gujarat_SOLAR _AVC","Gujarat_WIND ","Gujarat_WIND _AVC",OKWPL_RE-WIND_WIND,OKWPL_RE-WIND_WIND_AVC,Acme_RUMS-SOLAR_SOLAR,Acme_RUMS-SOLAR_SOLAR_AVC,Arinsun_RUMS-SOLAR_SOLAR,Arinsun_RUMS-SOLAR_SOLAR_AVC,Mahindra_RUMS-SOLAR_SOLAR,Mahindra_RUMS-SOLAR_SOLAR_AVC,RPL_SECI-II_RE-WIND_WIND,RPL_SECI-II_RE-WIND_WIND_AVC,GIWEL_SECI-II_RE-WIND_WIND,GIWEL_SECI-II_RE-WIND_WIND_AVC,IWISL-WIND_WIND,IWISL-WIND_WIND_AVC,GIWEL_SECI-III_RE-WIND_WIND,GIWEL_SECI-III_RE-WIND_WIND_AVC,AGEMPL-WIND_WIND,AGEMPL-WIND_WIND_AVC
05:30,4406.9,20687.3,0.21,5857,4406.69,14829.3,235.04000000000002,2037.3,0.21,750,234.83,1287.3,0,1510,2107.62,2414,0,1355,1192.27,4895,0,2243,871.97,6233,48.072354309000005,250.00,0.036465660000000004,250.00,0.040031824,250.00,0.03393729299999999,250.00,29.262842671500003,184.50,42.627176789,250.00,13.178593637999999,200.00,49.650473377,300.30,21.546926718,176.00
05:45,4375.879999999999,20687.3,4.78,5857,4371.099999999999,14829.3,235.11,2037.3,4.78,750,230.33,1287.3,0,1510,2099.88,2414,0,1355,1182.99,4895,0,2243,857.9,6233,46.90024029800001,250.00,1.161045704,250.00,1.21229399,250.00,0.91166477,250.00,25.194505218,184.50,41.216053084,250.00,12.972115728999999,200.00,49.082158066,300.30,21.330316158,176.00
06:00,4347.710000000001,20687.3,21.34,5857,4326.370000000001,14829.3,247.41,2037.3,20.9,750,226.51,1287.3,0.19,1510,2085.86,2414,0.2,1355,1173.29,4895,0.05,2243,840.71,6233,44.567910949,250.00,6.377830109,250.00,5.812017514,250.00,6.242749664,250.00,21.782622719000003,184.50,39.667106458,250.00,12.715268639999998,200.00,47.600068072,300.30,20.843129485,176.00
06:15,4342.15,20687.3,52.46,5857,4289.69,14829.3,266.6,2037.3,43.07,750,223.53,1287.3,5.13,1510,2082.2,2414,3.41,1355,1165.65,4895,0.85,2243,818.31,6233,42.174081752000006,250.00,14.067253774000001,250.00,11.354189298,250.00,14.156999803,250.00,19.5238983495,184.50,38.405645638,250.00,12.272469988999998,200.00,45.386366382000006,300.30,19.684981955999998,176.00
06:30,4408.8099999999995,20687.3,127.11000000000001,5857,4281.7,14829.3,290.22,2037.3,69.98,750,220.24,1287.3,30.21,1510,2099.02,2414,15.02,1355,1161.11,4895,11.9,2243,801.33,6233,41.125523308,250.00,23.101602146,250.00,18.020060525999998,250.00,23.410166091,250.00,18.4981192515,184.50,36.90171401800001,250.00,11.642583369,200.00,42.911473674999996,300.30,18.184847288999997,176.00
06:45,4521.83,20687.3,244.03000000000003,5857,4277.8,14829.3,319.67,2037.3,99.89,750,219.78,1287.3,64.93,1510,2105.92,2414,35.24,1355,1164.26,4895,43.97,2243,787.84,6233,39.891960795,250.00,33.077952061,250.00,25.607865720000003,250.00,33.586815795,250.00,18.2222827245,184.50,35.42101142400001,250.00,11.27312242,200.00,40.262158541000005,300.30,17.176616838,176.00
07:00,4621.12,20687.3,388.25,5857,4232.87,14829.3,345.54999999999995,2037.3,132.07,750,213.48,1287.3,111.73,1510,2073.57,2414,59.44,1355,1172.71,4895,85.01,2243,773.11,6233,38.431148333,250.00,43.94691231,250.00,34.032752904999995,250.00,44.701216268,250.00,17.704181011499998,184.50,33.542641483000004,250.00,10.504595571000001,200.00,36.28482544,300.30,15.421636,176.00
07:15,4699.679999999999,20687.3,532.2,5857,4167.48,14829.3,373.3,2037.3,163.36,750,209.94,1287.3,154.69,1510,2035.48,2414,86.03,1355,1180.01,4895,128.12,2243,742.05,6233,37.581300815999995,250.00,54.938564513,250.00,42.445190628,250.00,55.968518327999995,250.00,17.3359489665,184.50,31.232778824,250.00,9.778846612999999,200.00,34.639115458,300.30,13.732268929,176.00
07:30,4841.07,20687.3,692.86,5857,4148.21,14829.3,411.48,2037.3,195.91,750,215.57,1287.3,207.17,1510,2017.32,2414,111.52,1355,1186.02,4895,178.26,2243,729.3,6233,38.51581702,250.00,66.269780451,250.00,51.527590908,250.00,68.005261107,250.00,17.035752732,184.50,30.581283621000004,250.00,9.887594165,200.00,34.695489439,300.30,14.111446709,176.00
07:45,5022.88,20687.3,874.94,5857,4147.94,14829.3,447.66,2037.3,228.83,750,218.83,1287.3,279.76,1510,1987.36,2414,136.23,1355,1213.5,4895,230.12,2243,728.25,6233,39.364051737000004,250.00,77.880542397,250.00,60.880592335,250.00,80.41698870900001,250.00,17.3558213315,184.50,30.411977292,250.00,10.445834877000003,200.00,35.372858476000005,300.30,14.543862659999998,176.00
08:00,5237.85,20687.3,1056.45,5857,4181.4,14829.3,479.36,2037.3,260.23,750,219.13,1287.3,344.85,1510,1979.29,2414,165.48,1355,1245.25,4895,285.89,2243,737.73,6233,40.473681188,250.00,89.277926955,250.00,69.772716065,250.00,92.642751267,250.00,17.857581455000002,184.50,30.501830664000003,250.00,11.067378822999999,200.00,36.854308852,300.30,14.899568812000002,176.00
08:15,5393.240000000001,20687.3,1209.56,5857,4183.68,14829.3,507.03999999999996,2037.3,288.82,750,218.22,1287.3,382.9,1510,1945.97,2414,195.03,1355,1276.55,4895,342.81,2243,742.94,6233,41.093754464,250.00,100.206042937,250.00,78.344871138,250.00,103.096816203,250.00,18.039525025499998,184.50,31.011693176000005,250.00,12.357630053000001,200.00,38.242017415,300.30,15.711704624000001,176.00
08:30,5546.71,20687.3,1374.3400000000001,5857,4172.37,14829.3,533.95,2037.3,316.16,750,217.79,1287.3,437.85,1510,1909.37,2414,225.64,1355,1309.9,4895,394.69,2243,735.31,6233,40.818154062000005,250.00,111.28940335099999,250.00,87.561041057,250.00,113.605165845,250.00,18.3264460555,184.50,31.170734769,250.00,13.592604979999999,200.00,37.814178937,300.30,16.434615451,176.00
08:45,5709.639999999999,20687.3,1574.78,5857,4134.860000000001,14829.3,556.29,2037.3,342.78,750,213.51,1287.3,530.47,1510,1870.4,2414,256.83,1355,1333.13,4895,444.7,2243,717.82,6233,39.471750846000006,250.00,122.181701635,250.00,96.74899863599998,250.00,124.13455982500001,250.00,18.162314517,184.50,31.274047524000004,250.00,13.070495563000001,200.00,35.977695727,300.30,16.188664090000003,176.00
09:00,5764.8099999999995,20687.3,1680.49,5857,4084.32,14829.3,577.5,2037.3,369.54,750,207.96,1287.3,530.49,1510,1821.6,2414,286.44,1355,1352.2,4895,494.02,2243,702.56,6233,37.812780634,250.00,132.766450985,250.00,105.705237181,250.00,134.22650227,250.00,17.8186439505,184.50,31.691054207,250.00,12.615859605,200.00,34.971593022,300.30,15.876968622,176.00
09:15,5992.129999999999,20687.3,1958.74,5857,4033.3900000000003,14829.3,595.45,2037.3,392.57,750,202.88,1287.3,706.67,1510,1777.73,2414,316.18,1355,1371.71,4895,543.32,2243,681.07,6233,35.661291025,250.00,140.821039415,250.00,112.70946667500002,250.00,145.70507498499998,250.00,17.286729597500003,184.50,30.846445779,250.00,11.992690426000001,200.00,33.037098768999996,300.30,15.603476012,176.00
09:30,6187.240000000001,20687.3,2196.62,5857,3990.62,14829.3,611.6,2037.3,414.1,750,197.5,1287.3,810.43,1510,1745.78,2414,353.77,1355,1393.16,4895,618.32,2243,654.18,6233,33.326479647,250.00,148.238393849,250.00,118.56811987500001,250.00,156.827462737,250.00,16.8814143135,184.50,29.172955775000002,250.00,11.000684709,200.00,30.903102823,300.30,14.915429815,176.00
09:45,6314.159999999999,20687.3,2347.1,5857,3967.06,14829.3,625.09,2037.3,434.68,750,190.41,1287.3,829.03,1510,1727.82,2414,391.32,1355,1411.43,4895,692.07,2243,637.4,6233,30.800237939999995,250.00,155.313539276,250.00,124.238488002,250.00,167.40499186300002,250.00,16.1143633395,184.50,27.089007354,250.00,10.04022573,200.00,28.417036886,300.30,14.088127343999998,176.00
10:00,6438.49,20687.3,2473.9700000000003,5857,3964.52,14829.3,637.18,2037.3,453.01,750,184.17,1287.3,850.98,1510,1745.08,2414,418.67,1355,1429.12,4895,751.31,2243,606.15,6233,28.292278918,250.00,161.252018802,250.00,129.276260261,250.00,176.71290505900004,250.00,15.307104600499999,184.50,24.791782634,250.00,9.243935254,200.00,25.436060764,300.30,13.403910529000001,176.00
